rank_ratio,utterance_idx,reference_text,jaccard_instability,spearman_stability,wer_original,wer_compressed,transcription_original,transcription_compressed
0.7,9,"ukuqala kwakhe kwahlehliswa, kwakhona ngo-agasti 12, ngokubambisana ne-fc dallas, efika esikhundleni. wasiza leli qembu ukuba lifinyelele kuma-mls playoffs ngenkathi yabo yokuqala, lapho kwehluka izikhathi ezingu-18.",0.7096774193548387,0.8388417036703614,0.76,0.8,ukukala kwakhe kwahlehleswa kwakhukhona ngokakastithofu ngokubambisana nifcdolars efika esikhundleni wasiza leliqembu ukubalifinyelekuma mls playoff s ngenkathi yabo yokuqala zaphokwehluka izikhathi ezingu 18,ukukala kwakhe kwahlehleshwa kwakhukhona ngokakastithofu ngokubambisana nefc dallas efika esikhundleni wasizaleliqembu ukubalifinyelekuma mls playoff s ngenkathi yabo yokuqala zaphokwehluka izikhathi ezingu 18
0.7,10,"abaphathi bakwaroblox kuphela abangathengisa izesekeli, izingxenye zomzimba, amagiya namaphakeji ngaphansi kwe-akhawunti esemthethweni yeroblox. izinto ezinesimo se-edition esinqunyelwe zingathengiswa kuphela phakathi noma zithengiswe abasebenzisi abanesimo sobulungu be-premium.",0.7096774193548387,0.8173633287434448,0.5769230769230769,0.5769230769230769,abaphathi bakwa roblox kuphela bathengisa izesekeli izingxenye zomzimba amagiyana amaphakechi ngaphansi kweakhawunti esemthethweni eloblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kuphela phakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama,abaphathi bakwaroblox kuphela bathengisa izesekeli ezingxenye zomzimba amagiyana amaphakeji ngaphansi kweakhawunti esemthethweni roblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kuphelephakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama
0.7,11,"inyanga ngayinye, umgcinimafa kazwelonke ufaka inani eliphelele elizokhokhwa kwi-akhawunti ye-trust yenedbank.",0.5185185185185186,0.9502666041660562,0.7272727272727273,0.6363636363636364,inyanga ngayinye umgcinimafa kazolonke ufakainani eliphelele elizokhokhokwe account etrust yenetbank,inyanga ngayini umgcinimafa kazolonke ufaka inane eliphelele elizokhokhokwe akhuntetrust yenetbenka
0.7,12,"ngesikhathi esekudingisweni elesotho, wajoyina i-african national congress, anc, iqembu elibusayo laseningizimu afrika, futhi wayengumgqugquzeli weqembu ngamakhono amaningi. wathola isitifiketi se-bachelor of arts, i-honors equivalent, kwezezimali kanye nesayensi yezombangazwe evela ku-national university of lesotho ngo-1985.",0.6666666666666667,0.614942284592623,0.7941176470588235,0.7647058823529411,nesikhathi esekudingisweni elwesuthu wajoyinayi afrikans national congress ensi iqembe libusayo elaseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi sebhatshel of arts i honors equivalent kwezezimali kanyenesesayensi s yezombangazo evelokunational university of lusithi ngco 1985,nesikhathi esekudingisweni elwesuthu wajoyinayi afrika national congress ensim iqembe libusayo laseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi s ebhatshel of arts i owners equivalent kwezezimali kanya nesasayense s yezombangazo evela kuneshinal university of lesotho ngco 1985
0.7,13,"lomkhakha ubalulekile ngenxa yokwanda kokwethembela ezinhlelweni zesicikizi, kuxhakaxholo, nezivamiso zoxhoxho oluswelintambo ezifana ne-bluetooth kanye ne-wi-fi. futhi, ngenxa yokwanda kwezilekeleli ezintwesi, ezihlanganisa omabonakude, nomakhalipha, kanye nezilekeleli ezakha uxhakaxholo lwezinto.",0.75,0.6985384378753697,0.8214285714285714,0.8571428571428571,lomkhakha s ubalikile ngencwayokwanda kokwethembela ezinhlelweni zesicikizi kuchakacholo nezimfamiso zochoxoxo s oluswelintambo ezifana nebluetooth kanyine wifi puthi ngencwayokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uchakacholo lwezinto,lomkhakha ubaleke ngencwanyokwanda kokwethembela ezenhlalwenizi sicicizi kuqhakaxholo nezimvamizwe zoxoxo s oluselintambo ezifanane bluetooth kanyine wifi puthi ngencwanyokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uxhakaxholo lwezinto
0.7,14,"umandela wathi kukhona abengalo yesithathu abaphendla udlame, abaphendli babaziwa ngokuthi yi-""third force"" laba baphendli babetholakala kwabophiko namasevisi ezobunhloli ngasohlangothini lukahulumeni wobandlululo, okwakuyibo ababephemba ukubulawa kweningi labantu abamnyama ""slaughter of the people"", kanti futhi umandela wakubeka ngokusobala ukuthi ude klerk unesandla kudlame olwenzekayo  - waqala ngokuthi angasamethembi ude kleerk - ikakhulukazi ngemuva kobulawo lwabantu ngesihluku esikhulu kwi-sebokeng massacre.",0.7878787878787878,0.4163382943192805,1.0,1.0,s,s
0.6,0,"okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda adliwa abantu, u-ppm is equals to amaparts per million, ayikho imihlahlandlela ye-fda ekhona ye-zearalenone.",0.6206896551724138,0.7698282060092361,0.5909090909090909,0.5909090909090909,s okufakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda ahlewa abantu uppm isikwasithu amapatsi p emilyon ayikho imihlahlandlela yefda ekhona yezeralonone,okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhukazi eziyizalela amaqanda ahlewa abantu upipi m izikwasitu amapathi sepheminion ayikho imihlahlandlela yefda ekhona yezelele s
0.6,1,kanti-ke onke lamadokhumenti ayingxenye yenkontileka yokuqashwa kwabasebenzi.,0.8235294117647058,0.9291652258413109,0.8571428571428571,1.0,kanti onkelamadokhumende ayingxenye kontileka yokuchashwa kwabasebenzi,kanti keonkelamadokhumende ayinganye kontileka yokukhashwa kwabasebenzi
0.6,2,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha ama-combine eqala ukugijima ehla enyuka emasimini ngesikhathi sokuvuna.,0.8571428571428572,0.9159248381331848,0.375,0.3125,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha amakhombayini eqalukugijima ehla enyuke emasimini ngesikhathisokuvuna,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha amakhombayeni eqalukugijima ehla enyuke emasimini ngesikhathi sokuvulina
0.6,3,ukuba ngcono kokuncintisana ngokuthunyelwa kwamanye amazwe kwakamuva e-eu kulindeleke ukuba kwenyuke kule ngxenye esele yonyaka wezimakethe.,0.5185185185185186,0.8300511967890312,0.9375,0.8125,ukubangcono kokucintisana ngokuthunyelwe kamanyi amazwe kwakumuva eyuikulindeleka ukubakwenyuke kulexenye eseleyonyaka bezimakethe,ukubangono kokucintisana ngokuthunyelwa kamani amazwe kwakumuva eyuimkulindeleke ukubakwenyuke kulexenye eseselo yonyaka wezimakethe
0.6,4,njengomphathi wepulazi kudingeka ubheke okunye okungaba ama-incentives abasebenzi bakho. isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlwini lwezinto ezikhuthazayo ezingewona ukheshi. ungabanika isikhathi esengeziwe soku-ofa emva kokusebenza kanzima betshala noma bevuna izilimo?,0.75,0.505008349690915,0.4375,0.46875,njengomphathi wepulazi kudingeka ubheke okunye okungaba amainitinsitivs abasebenzibako isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlulezinto ezikhuthazayo ezingewona ukhesha ungabanika isikhathi esengeziwe sokuofa emvakokusebenza kanzimabetshala nomabewuna,njengomphathi wepulazi kudingeka ubeke okunye okungaba amarincentives abasebenzi bako isikhathi sokubhekana nezimo ezicondene nomuntu yiphuzu eliphezulu ohlulilezinto ezikhuthazayo ezingewona ukhesha ungabanika isikhathi esengeziwe sokuofa emvakokuswebenzakazimu bechala nomabevuna
0.6,5,"abalimi abalima kancane bavuna ngesandla futhi bayakwazi ukusotha, ukusefa nokuhlanza izilimo zabo ngokucophelela ngaphambi kokuzibeka ngesandla kanti laba abasebenzisa imishini yesimanje ama-combayini bayakwazi ukukhiqiza amasampuli ahlanzekile angadilivwa ku-silo edayisayo ukuze zihlanzisiswe futhi, zomiswe uma kunesidingo, zihlukaniswe ngezigaba bese ziyalondolozwa.",0.7096774193548387,0.4201504427671226,0.5384615384615384,0.5128205128205128,s abalimi abalima kancane bavuna ngesandlafuthi bayakwazi ukusotha ukusefa nokuhlanza izimilo zabo ngokucophelela ngaphambi kokuzibeka ngesandla ganti laba abasebenzisa emishini yesimanje amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kusilo s edayisayo,abalimi s angancane bavuna ngesandla futhi bayakwazi ukusotha ukusefa nokuhlanza izimilo zabo ngokucophelela ngaphambi kokuzibeka ngesandla kantimu laba abasebenzisa emishini yesimanje amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kosilo s edayisayo ukusotha
0.6,6,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyele. kufanele baqiniseke ngokuba ngokuba nosizo olwanele. kubalulekile ukuthi umlilo olawulwe ngokucophelela futhi ucishwe. loyo muntu kufanele anqume ukuthi ngabe isimo sifanele.,0.75,0.43784753757360906,0.41935483870967744,0.5161290322580645,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyela kufanele baqiniseke ngokuba s nosizo olwanele kubalulekile ukuthumlilo olawulwe ngokucopholele futhu uqishwe luyomuntu kufanele anqume ukuthingabe isimo sifanele,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle iminglele abayihlanganyela kufanele bakhaniseke ngokuba s nosizo olwanele kubalulekile ukuthiomlilo olawulwe ngokucopolele futhu uxishwa luyomuntu kufanele anqume ukuthiangabe isimu sifanele
0.6,7,"ngaphezu, okunenkanyezi njengemuntfu losemusha kanye elton john e umculo video of elton ngokwakhe,""",0.7878787878787878,0.38607542554126506,0.6923076923076923,0.9230769230769231,s ngaphezu okunenkanyezinjengomuntu lusemushaqenyelton john emiculo video of elton ngokwakhe,sikaphezu okunenkanyezinjengomuntu losemushakani elthonjohn emiculovideo of elthon ngokwakhe
0.6,8,"usibusiso joel ""s'bu"" ndebele, owazalwa ngomhlaka 17 okthoba 1948, wayengungqongqoshe wezokuhlunyeleliswa kwezimilo owasebenza kusukela ngonyaka wezi-2012 kuya kowezi-2014.",0.7096774193548387,0.6764703512729616,1.0,1.0,usubuseso jowels bundebele wezalangunhlaka sevente oktober 1948 wayongqongqoshe uzokuhlunyeleliswa kwezinilo awasebenza kusulangonyaka s 2012 kuyake 2014,usubuziswe jowas bundebele wezalangunhlakasebente oktober 1948 bayengungqongqoshe uzokuhlunyeleliswa kwezemilo wasebenza kusulangonyaka s 2012 kuyakezee 2014
0.6,9,"ukuqala kwakhe kwahlehliswa, kwakhona ngo-agasti 12, ngokubambisana ne-fc dallas, efika esikhundleni. wasiza leli qembu ukuba lifinyelele kuma-mls playoffs ngenkathi yabo yokuqala, lapho kwehluka izikhathi ezingu-18.",0.75,0.8027418480649224,0.76,0.76,ukukala kwakhe kwahlehleswa kwakhukhona ngokakastithofu ngokubambisana nifcdolars efika esikhundleni wasiza leliqembu ukubalifinyelekuma mls playoff s ngenkathi yabo yokuqala zaphokwehluka izikhathi ezingu 18,ukukala kwakhe kwahlelhelesha kwakhukhona ngokakasithofu ngokubambisana nefc dallas efika esikhundleni wasiza leliqembu ukubalifinyelelekuma mls playoff s ngenkathi yabo yokuqala zaphokwehluka izikathi ezingu 18
0.6,10,"abaphathi bakwaroblox kuphela abangathengisa izesekeli, izingxenye zomzimba, amagiya namaphakeji ngaphansi kwe-akhawunti esemthethweni yeroblox. izinto ezinesimo se-edition esinqunyelwe zingathengiswa kuphela phakathi noma zithengiswe abasebenzisi abanesimo sobulungu be-premium.",0.75,0.680463920546099,0.5769230769230769,0.7307692307692307,abaphathi bakwa roblox kuphela bathengisa izesekeli izingxenye zomzimba amagiyana amaphakechi ngaphansi kweakhawunti esemthethweni eloblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kuphela phakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama,abaphathi bakwa roblox kupela abathengisa izesekeli ezingxenye zomzimba amagiyana amapakeji ngapantsukwe akhawunti esemthethweni roblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kupela pakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama
0.6,11,"inyanga ngayinye, umgcinimafa kazwelonke ufaka inani eliphelele elizokhokhwa kwi-akhawunti ye-trust yenedbank.",0.6206896551724138,0.9349401605484429,0.7272727272727273,0.6363636363636364,inyanga ngayinye umgcinimafa kazolonke ufakainani eliphelele elizokhokhokwe account etrust yenetbank,inyanga ngayini umgcinimafa kazolonke ufaka inane eliphelele elizokhokhokwe akhuntetrust yenetbenka
0.6,12,"ngesikhathi esekudingisweni elesotho, wajoyina i-african national congress, anc, iqembu elibusayo laseningizimu afrika, futhi wayengumgqugquzeli weqembu ngamakhono amaningi. wathola isitifiketi se-bachelor of arts, i-honors equivalent, kwezezimali kanye nesayensi yezombangazwe evela ku-national university of lesotho ngo-1985.",0.7878787878787878,0.39005910702252955,0.7941176470588235,0.7058823529411765,nesikhathi esekudingisweni elwesuthu wajoyinayi afrikans national congress ensi iqembe libusayo elaseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi sebhatshel of arts i honors equivalent kwezezimali kanyenesesayensi s yezombangazo evelokunational university of lusithi ngco 1985,nesikhathi esekudingisweni elwesuthu wajoyinayi afrika national congress ensim iqembu elibusayo laseningizimu afrika futhi wayengumguguzelweqembu ngamakhono amaningi wathola isitifikedi s ebhatshel of arts i owners equivalent kwezezimali kanya nesayensezi s yezombangazo evelokunashinali university of lesotho ngur 1985
0.6,13,"lomkhakha ubalulekile ngenxa yokwanda kokwethembela ezinhlelweni zesicikizi, kuxhakaxholo, nezivamiso zoxhoxho oluswelintambo ezifana ne-bluetooth kanye ne-wi-fi. futhi, ngenxa yokwanda kwezilekeleli ezintwesi, ezihlanganisa omabonakude, nomakhalipha, kanye nezilekeleli ezakha uxhakaxholo lwezinto.",0.8235294117647058,0.5121865203761755,0.8214285714285714,0.8928571428571429,lomkhakha s ubalikile ngencwayokwanda kokwethembela ezinhlelweni zesicikizi kuchakacholo nezimfamiso zochoxoxo s oluswelintambo ezifana nebluetooth kanyine wifi puthi ngencwayokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uchakacholo lwezinto,lomkhakha ubalekele ngencwano yokwandwa kokwethembela ezinhlalweni zesicikizi kuqhakakolo nezimfamiso zoxoxo olusulintambo ezefana nebhluhuthu kanyine wifi buthi ngencwano yokwandwa kwezelekeleli ezentwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uxhakakolo lwezinto
0.6,14,"umandela wathi kukhona abengalo yesithathu abaphendla udlame, abaphendli babaziwa ngokuthi yi-""third force"" laba baphendli babetholakala kwabophiko namasevisi ezobunhloli ngasohlangothini lukahulumeni wobandlululo, okwakuyibo ababephemba ukubulawa kweningi labantu abamnyama ""slaughter of the people"", kanti futhi umandela wakubeka ngokusobala ukuthi ude klerk unesandla kudlame olwenzekayo  - waqala ngokuthi angasamethembi ude kleerk - ikakhulukazi ngemuva kobulawo lwabantu ngesihluku esikhulu kwi-sebokeng massacre.",0.9473684210526316,0.20926705827205344,1.0,1.0,s,s
0.5,0,"okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda adliwa abantu, u-ppm is equals to amaparts per million, ayikho imihlahlandlela ye-fda ekhona ye-zearalenone.",0.6666666666666667,0.7006452793059385,0.5909090909090909,0.7272727272727273,s okufakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda ahlewa abantu uppm isikwasithu amapatsi p emilyon ayikho imihlahlandlela yefda ekhona yezeralonone,okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhu kazi eziyizalela amacanda ahlewa abantu ppm izikwasitu amapati sipheminyon ayikho imihlahlandlela yefda ekhona yezelelela s ononene
0.5,1,kanti-ke onke lamadokhumenti ayingxenye yenkontileka yokuqashwa kwabasebenzi.,0.8571428571428572,0.8998560776960712,0.8571428571428571,1.0,kanti onkelamadokhumende ayingxenye kontileka yokuchashwa kwabasebenzi,kanti onkelamatushimende anginganye khontileka yokukhashwa kwabasebenzi
0.5,2,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha ama-combine eqala ukugijima ehla enyuka emasimini ngesikhathi sokuvuna.,0.8235294117647058,0.8658230304983447,0.375,0.4375,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha amakhombayini eqalukugijima ehla enyuke emasimini ngesikhathisokuvuna,ngeshwa lamafama imidumba ivame okuvuleka ngesikhathi esifanayo lapha amakombayini eqalukugijima ehla enyuke emasimini ngesikhathisoka wulna
0.5,3,ukuba ngcono kokuncintisana ngokuthunyelwa kwamanye amazwe kwakamuva e-eu kulindeleke ukuba kwenyuke kule ngxenye esele yonyaka wezimakethe.,0.46153846153846156,0.8026480971493861,0.9375,0.875,ukubangcono kokucintisana ngokuthunyelwe kamanyi amazwe kwakumuva eyuikulindeleka ukubakwenyuke kulexenye eseleyonyaka bezimakethe,okubangono kokucintisana ngokuthunyelwakamanye amazwe kwamuva eyuimkulindeleke ukubakenyuke kule s ngenye eseliyonyaka bezimakethe
0.5,4,njengomphathi wepulazi kudingeka ubheke okunye okungaba ama-incentives abasebenzi bakho. isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlwini lwezinto ezikhuthazayo ezingewona ukheshi. ungabanika isikhathi esengeziwe soku-ofa emva kokusebenza kanzima betshala noma bevuna izilimo?,0.7878787878787878,0.38626182872879616,0.4375,0.59375,njengomphathi wepulazi kudingeka ubheke okunye okungaba amainitinsitivs abasebenzibako isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlulezinto ezikhuthazayo ezingewona ukhesha ungabanika isikhathi esengeziwe sokuofa emvakokusebenza kanzimabetshala nomabewuna,njengompathi wepulazi kudingeka ubeke okungaba amasensisise abasebenzi bako isikhathi sokubhekana nezimo ezicondene nomuntu yipuzu eliphezulu ohlulilezinto ezikuthazayo ezingewona ukheshi ungabanika isikhathi esengeziwe sokuofa emvakokusebenzakazimu bechala nomabevun
0.5,5,"abalimi abalima kancane bavuna ngesandla futhi bayakwazi ukusotha, ukusefa nokuhlanza izilimo zabo ngokucophelela ngaphambi kokuzibeka ngesandla kanti laba abasebenzisa imishini yesimanje ama-combayini bayakwazi ukukhiqiza amasampuli ahlanzekile angadilivwa ku-silo edayisayo ukuze zihlanzisiswe futhi, zomiswe uma kunesidingo, zihlukaniswe ngezigaba bese ziyalondolozwa.",0.8888888888888888,0.15534160489848534,0.5384615384615384,0.6410256410256411,s abalimi abalima kancane bavuna ngesandlafuthi bayakwazi ukusotha ukusefa nokuhlanza izimilo zabo ngokucophelela ngaphambi kokuzibeka ngesandla ganti laba abasebenzisa emishini yesimanje amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kusilo s edayisayo,s abalimi s angancane bavuna ngesandla futhi bayakwazi ukusota ukusefa nokuhlanzi izimilo zabo ngokucophe lela kapambi kokuzibeka ngesandla kantimu laba abasebenzisa imishini yesimange amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kusilo s edayisayo ukuhlanzi
0.5,6,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyele. kufanele baqiniseke ngokuba ngokuba nosizo olwanele. kubalulekile ukuthi umlilo olawulwe ngokucophelela futhi ucishwe. loyo muntu kufanele anqume ukuthi ngabe isimo sifanele.,0.8571428571428572,0.38530783992031165,0.41935483870967744,0.5483870967741935,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyela kufanele baqiniseke ngokuba s nosizo olwanele kubalulekile ukuthumlilo olawulwe ngokucopholele futhu uqishwe luyomuntu kufanele anqume ukuthingabe isimo sifanele,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle iminglele abayihlanganele kufanele bakhaniseke ngokuba s nosizo olwanele kobalulekile ukutumlilo olawulwe ngokucopolele futhu uxishwa luyomuntu kufanele anqume ukutigabe isimu sifanele
0.5,7,"ngaphezu, okunenkanyezi njengemuntfu losemusha kanye elton john e umculo video of elton ngokwakhe,""",0.8235294117647058,0.4551079600386723,0.6923076923076923,0.6153846153846154,s ngaphezu okunenkanyezinjengomuntu lusemushaqenyelton john emiculo video of elton ngokwakhe,sikaphezu okunenkanyezinjengomuntu losemushakani elton john emiculo video of elton kokwakhe
0.5,8,"usibusiso joel ""s'bu"" ndebele, owazalwa ngomhlaka 17 okthoba 1948, wayengungqongqoshe wezokuhlunyeleliswa kwezimilo owasebenza kusukela ngonyaka wezi-2012 kuya kowezi-2014.",0.7878787878787878,0.6554514692526294,1.0,1.0,usubuseso jowels bundebele wezalangunhlaka sevente oktober 1948 wayongqongqoshe uzokuhlunyeleliswa kwezinilo awasebenza kusulangonyaka s 2012 kuyake 2014,usibuzi sojewas bundebele wazalungunhlakasebente oktober 1948 bayungungunqoshe uzokuhlunyeleliso kwizimilo wasebenza kusulangonyaka s 2012 s
0.5,9,"ukuqala kwakhe kwahlehliswa, kwakhona ngo-agasti 12, ngokubambisana ne-fc dallas, efika esikhundleni. wasiza leli qembu ukuba lifinyelele kuma-mls playoffs ngenkathi yabo yokuqala, lapho kwehluka izikhathi ezingu-18.",0.8235294117647058,0.7192987724489497,0.76,0.84,ukukala kwakhe kwahlehleswa kwakhukhona ngokakastithofu ngokubambisana nifcdolars efika esikhundleni wasiza leliqembu ukubalifinyelekuma mls playoff s ngenkathi yabo yokuqala zaphokwehluka izikhathi ezingu 18,ukukala kwake kwahlelhezwa kwakhukhona ngokakastithofu ngokubambisana nefc s edulase efika esikhundleni wasiza leliqembu ukubalifinyelelekuma mls playoff s ngenkathi yabo yokukala zaphokwehluka izikathi ezingu 18
0.5,10,"abaphathi bakwaroblox kuphela abangathengisa izesekeli, izingxenye zomzimba, amagiya namaphakeji ngaphansi kwe-akhawunti esemthethweni yeroblox. izinto ezinesimo se-edition esinqunyelwe zingathengiswa kuphela phakathi noma zithengiswe abasebenzisi abanesimo sobulungu be-premium.",0.7878787878787878,0.5931884100430668,0.5769230769230769,0.8461538461538461,abaphathi bakwa roblox kuphela bathengisa izesekeli izingxenye zomzimba amagiyana amaphakechi ngaphansi kweakhawunti esemthethweni eloblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kuphela phakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama,abaphathi bakwa roblox kupela bathengisa izesekeli ezingxenye zomzimba amagiyana maphakejini ngapansukwe akhawunti esemthethweni roblox izintoezinesimo sedishini esinquenyelelezingathengiswa kupela phakathinoma zithengiswe abasebenzi abanesimo sobulungu beprimiyama
0.5,11,"inyanga ngayinye, umgcinimafa kazwelonke ufaka inani eliphelele elizokhokhwa kwi-akhawunti ye-trust yenedbank.",0.8235294117647058,0.8860212257932206,0.7272727272727273,0.6363636363636364,inyanga ngayinye umgcinimafa kazolonke ufakainani eliphelele elizokhokhokwe account etrust yenetbank,inyanga ngayini ungcinimafa kazolonga ufaka inani eliphelele elizokhokhokwi akhuntetrust inetbenka
0.5,12,"ngesikhathi esekudingisweni elesotho, wajoyina i-african national congress, anc, iqembu elibusayo laseningizimu afrika, futhi wayengumgqugquzeli weqembu ngamakhono amaningi. wathola isitifiketi se-bachelor of arts, i-honors equivalent, kwezezimali kanye nesayensi yezombangazwe evela ku-national university of lesotho ngo-1985.",0.8571428571428572,0.2943478721424177,0.7941176470588235,0.6764705882352942,nesikhathi esekudingisweni elwesuthu wajoyinayi afrikans national congress ensi iqembe libusayo elaseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi sebhatshel of arts i honors equivalent kwezezimali kanyenesesayensi s yezombangazo evelokunational university of lusithi ngco 1985,nesikhathi esesikudingisweni elwesutu wajoyinayi african national congress ensim iqembu elibusayo laseningizimu afrika futhi wayengomguguzelweqembu ngamakhono amaningi wathola isitifikedi s bachel of arts iyonasekwimulendi kwezezimali kanye nesesayensekwe yezombangazo s evelokunashini university of lesotho ngoko 1985
0.5,13,"lomkhakha ubalulekile ngenxa yokwanda kokwethembela ezinhlelweni zesicikizi, kuxhakaxholo, nezivamiso zoxhoxho oluswelintambo ezifana ne-bluetooth kanye ne-wi-fi. futhi, ngenxa yokwanda kwezilekeleli ezintwesi, ezihlanganisa omabonakude, nomakhalipha, kanye nezilekeleli ezakha uxhakaxholo lwezinto.",0.8888888888888888,0.3481586734245452,0.8214285714285714,0.9642857142857143,lomkhakha s ubalikile ngencwayokwanda kokwethembela ezinhlelweni zesicikizi kuchakacholo nezimfamiso zochoxoxo s oluswelintambo ezifana nebluetooth kanyine wifi puthi ngencwayokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uchakacholo lwezinto,lomkhakha ubalekele ngengyoyokwandako kwethembele ezinhlalweni zesigikizi kuqhakakolo nezimfamiso zokhokhokhulu swelintambo ezefana nebhuluthudi kanine wifi buti ngengyoyokwanda kwezelekeleli ezentwesi wezinhlanganiso omabonakude nomakhalipha kanine zilekeleli ezakha s ukhakakalolo lwezinto
0.5,14,"umandela wathi kukhona abengalo yesithathu abaphendla udlame, abaphendli babaziwa ngokuthi yi-""third force"" laba baphendli babetholakala kwabophiko namasevisi ezobunhloli ngasohlangothini lukahulumeni wobandlululo, okwakuyibo ababephemba ukubulawa kweningi labantu abamnyama ""slaughter of the people"", kanti futhi umandela wakubeka ngokusobala ukuthi ude klerk unesandla kudlame olwenzekayo  - waqala ngokuthi angasamethembi ude kleerk - ikakhulukazi ngemuva kobulawo lwabantu ngesihluku esikhulu kwi-sebokeng massacre.",0.8235294117647058,0.24528043290954177,1.0,1.0,s,s
